dataset,train_per_class,train_rows,test_rows,seed,schedule,schedule_family,learning_rate,eta0,power_t,n_iter,t_,final_learning_rate,final_learning_rate_note,test_log_loss,test_macro_f1,convergence_warning_count,max_iter,tol,alpha,class_weight
digits,8,80,1717,169,invscaling_003,invscaling,invscaling,0.003,0.5,54,4321.0,4.563826455786567e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.0549631988727803,0.8370222727971157,0,1000,0.001,0.0001,balanced
digits,8,80,1717,203,invscaling_003,invscaling,invscaling,0.003,0.5,54,4321.0,4.563826455786567e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.0571402450767065,0.7645098489374993,0,1000,0.001,0.0001,balanced
digits,8,80,1717,247,invscaling_003,invscaling,invscaling,0.003,0.5,55,4401.0,4.522156316461346e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.050068480092716,0.8017534068153888,0,1000,0.001,0.0001,balanced
digits,8,80,1717,314,invscaling_003,invscaling,invscaling,0.003,0.5,53,4241.0,4.6066701688747765e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.053352862884642,0.7890430440023621,0,1000,0.001,0.0001,balanced
digits,8,80,1717,415,invscaling_003,invscaling,invscaling,0.003,0.5,55,4401.0,4.522156316461346e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.0305667781944967,0.7997522304926857,0,1000,0.001,0.0001,balanced
digits,8,80,1717,509,invscaling_003,invscaling,invscaling,0.003,0.5,54,4321.0,4.563826455786567e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.051022484314342,0.8298806554565508,0,1000,0.001,0.0001,balanced
digits,8,80,1717,14,adaptive_0003,adaptive,adaptive,0.0003,0.5,189,15121.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.4041971651415155,0.842238145583185,0,1000,0.001,0.0001,balanced
digits,8,80,1717,52,adaptive_0003,adaptive,adaptive,0.0003,0.5,188,15041.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.410578796422568,0.8645775778212832,0,1000,0.001,0.0001,balanced
digits,8,80,1717,88,adaptive_0003,adaptive,adaptive,0.0003,0.5,191,15281.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.4190576436946711,0.8201085332145027,0,1000,0.001,0.0001,balanced
digits,8,80,1717,121,adaptive_0003,adaptive,adaptive,0.0003,0.5,192,15361.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.3963820136843734,0.8333862207605816,0,1000,0.001,0.0001,balanced
digits,8,80,1717,169,adaptive_0003,adaptive,adaptive,0.0003,0.5,191,15281.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.3938519385194916,0.8603749884187938,0,1000,0.001,0.0001,balanced
digits,8,80,1717,203,adaptive_0003,adaptive,adaptive,0.0003,0.5,191,15281.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.4285677493525317,0.8400127514526299,0,1000,0.001,0.0001,balanced
digits,8,80,1717,247,adaptive_0003,adaptive,adaptive,0.0003,0.5,191,15281.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.400766842007751,0.8395596397011562,0,1000,0.001,0.0001,balanced
digits,8,80,1717,314,adaptive_0003,adaptive,adaptive,0.0003,0.5,191,15281.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.4379664855097325,0.833309153907754,0,1000,0.001,0.0001,balanced
digits,8,80,1717,415,adaptive_0003,adaptive,adaptive,0.0003,0.5,189,15121.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.3855068008207696,0.8346171147693052,0,1000,0.001,0.0001,balanced
digits,8,80,1717,509,adaptive_0003,adaptive,adaptive,0.0003,0.5,190,15201.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.3926949910565254,0.8559948859702123,0,1000,0.001,0.0001,balanced
digits,8,80,1717,14,adaptive_001,adaptive,adaptive,0.001,0.5,147,11761.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.0809927583718502,0.8530555664826703,0,1000,0.001,0.0001,balanced
digits,8,80,1717,52,adaptive_001,adaptive,adaptive,0.001,0.5,146,11681.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.0832550506613428,0.8727743411762688,0,1000,0.001,0.0001,balanced
digits,8,80,1717,88,adaptive_001,adaptive,adaptive,0.001,0.5,146,11681.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.1212158278552133,0.8198829908149093,0,1000,0.001,0.0001,balanced
digits,8,80,1717,121,adaptive_001,adaptive,adaptive,0.001,0.5,148,11841.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.0819266344798129,0.846050198204203,0,1000,0.001,0.0001,balanced
digits,8,80,1717,169,adaptive_001,adaptive,adaptive,0.001,0.5,146,11681.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.0726604407727072,0.8602817287666751,0,1000,0.001,0.0001,balanced
digits,8,80,1717,203,adaptive_001,adaptive,adaptive,0.001,0.5,148,11841.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.1128045172249814,0.8491423615477439,0,1000,0.001,0.0001,balanced
digits,8,80,1717,247,adaptive_001,adaptive,adaptive,0.001,0.5,147,11761.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.0889520155918342,0.8454432070740084,0,1000,0.001,0.0001,balanced
digits,8,80,1717,314,adaptive_001,adaptive,adaptive,0.001,0.5,147,11761.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.1426695925541743,0.843072402514402,0,1000,0.001,0.0001,balanced
digits,8,80,1717,415,adaptive_001,adaptive,adaptive,0.001,0.5,145,11601.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.0920556483639206,0.8404756878338262,0,1000,0.001,0.0001,balanced
digits,8,80,1717,509,adaptive_001,adaptive,adaptive,0.001,0.5,146,11681.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.0713256921304704,0.8615208622507975,0,1000,0.001,0.0001,balanced
digits,8,80,1717,14,adaptive_003,adaptive,adaptive,0.003,0.5,107,8561.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.8541976947457759,0.8605571982185911,0,1000,0.001,0.0001,balanced
digits,8,80,1717,52,adaptive_003,adaptive,adaptive,0.003,0.5,108,8641.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.8492932459008926,0.8750070357650254,0,1000,0.001,0.0001,balanced
digits,8,80,1717,88,adaptive_003,adaptive,adaptive,0.003,0.5,106,8481.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.9217643264171591,0.8196688187300722,0,1000,0.001,0.0001,balanced
digits,8,80,1717,121,adaptive_003,adaptive,adaptive,0.003,0.5,108,8641.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.8660184630779106,0.856074911402113,0,1000,0.001,0.0001,balanced
digits,8,80,1717,169,adaptive_003,adaptive,adaptive,0.003,0.5,105,8401.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.8503339261383415,0.862069257422194,0,1000,0.001,0.0001,balanced
digits,8,80,1717,203,adaptive_003,adaptive,adaptive,0.003,0.5,109,8721.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.894955908576268,0.8460809122210531,0,1000,0.001,0.0001,balanced
digits,8,80,1717,247,adaptive_003,adaptive,adaptive,0.003,0.5,106,8481.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.8720252164743962,0.8530436882217968,0,1000,0.001,0.0001,balanced
digits,8,80,1717,314,adaptive_003,adaptive,adaptive,0.003,0.5,110,8801.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.9369539791073408,0.8510056079610863,0,1000,0.001,0.0001,balanced
digits,8,80,1717,415,adaptive_003,adaptive,adaptive,0.003,0.5,107,8561.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.8945554712686274,0.8426984042222798,0,1000,0.001,0.0001,balanced
digits,8,80,1717,509,adaptive_003,adaptive,adaptive,0.003,0.5,108,8641.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.8452576687819374,0.8652065268735806,0,1000,0.001,0.0001,balanced
digits,16,160,1637,14,constant_0003,constant,constant,0.0003,0.5,138,22081.0,0.0003,constant eta0,1.1983309992788453,0.8799759181286622,0,1000,0.001,0.0001,balanced
digits,16,160,1637,52,constant_0003,constant,constant,0.0003,0.5,140,22401.0,0.0003,constant eta0,1.1709305868538407,0.9019674599333479,0,1000,0.001,0.0001,balanced
digits,16,160,1637,88,constant_0003,constant,constant,0.0003,0.5,139,22241.0,0.0003,constant eta0,1.189888400781084,0.8725724997941183,0,1000,0.001,0.0001,balanced
digits,16,160,1637,121,constant_0003,constant,constant,0.0003,0.5,139,22241.0,0.0003,constant eta0,1.1796886504986568,0.9015431352418493,0,1000,0.001,0.0001,balanced
digits,16,160,1637,169,constant_0003,constant,constant,0.0003,0.5,140,22401.0,0.0003,constant eta0,1.1607295015539358,0.8944331305328166,0,1000,0.001,0.0001,balanced
digits,16,160,1637,203,constant_0003,constant,constant,0.0003,0.5,140,22401.0,0.0003,constant eta0,1.1781816042830733,0.9020186302415499,0,1000,0.001,0.0001,balanced
digits,16,160,1637,247,constant_0003,constant,constant,0.0003,0.5,140,22401.0,0.0003,constant eta0,1.1736710449746488,0.8994357857672901,0,1000,0.001,0.0001,balanced
digits,16,160,1637,314,constant_0003,constant,constant,0.0003,0.5,141,22561.0,0.0003,constant eta0,1.1863425538894041,0.8792049518752432,0,1000,0.001,0.0001,balanced
digits,16,160,1637,415,constant_0003,constant,constant,0.0003,0.5,139,22241.0,0.0003,constant eta0,1.1715564552007718,0.8927870796729348,0,1000,0.001,0.0001,balanced
digits,16,160,1637,509,constant_0003,constant,constant,0.0003,0.5,138,22081.0,0.0003,constant eta0,1.1815637463239748,0.8910659388016835,0,1000,0.001,0.0001,balanced
digits,16,160,1637,14,constant_001,constant,constant,0.001,0.5,91,14561.0,0.001,constant eta0,0.8943760444224648,0.8865102396466163,0,1000,0.001,0.0001,balanced
digits,16,160,1637,52,constant_001,constant,constant,0.001,0.5,94,15041.0,0.001,constant eta0,0.8586049361823368,0.9045602342358166,0,1000,0.001,0.0001,balanced
digits,16,160,1637,88,constant_001,constant,constant,0.001,0.5,93,14881.0,0.001,constant eta0,0.9031295840579486,0.8827452495634102,0,1000,0.001,0.0001,balanced
digits,16,160,1637,121,constant_001,constant,constant,0.001,0.5,92,14721.0,0.001,constant eta0,0.872787756384604,0.9126789009479446,0,1000,0.001,0.0001,balanced
digits,16,160,1637,169,constant_001,constant,constant,0.001,0.5,93,14881.0,0.001,constant eta0,0.8579569126520653,0.8996617277908656,0,1000,0.001,0.0001,balanced
digits,16,160,1637,203,constant_001,constant,constant,0.001,0.5,93,14881.0,0.001,constant eta0,0.8658421311331507,0.9126838531589314,0,1000,0.001,0.0001,balanced
digits,16,160,1637,247,constant_001,constant,constant,0.001,0.5,95,15201.0,0.001,constant eta0,0.8563114798778728,0.9066598360591829,0,1000,0.001,0.0001,balanced
digits,16,160,1637,314,constant_001,constant,constant,0.001,0.5,94,15041.0,0.001,constant eta0,0.8907164854242438,0.8902979308938181,0,1000,0.001,0.0001,balanced
digits,16,160,1637,415,constant_001,constant,constant,0.001,0.5,93,14881.0,0.001,constant eta0,0.8686088278162716,0.9013014691521113,0,1000,0.001,0.0001,balanced
digits,16,160,1637,509,constant_001,constant,constant,0.001,0.5,93,14881.0,0.001,constant eta0,0.8767036489448229,0.8986336330409944,0,1000,0.001,0.0001,balanced
digits,16,160,1637,14,constant_003,constant,constant,0.003,0.5,67,10721.0,0.003,constant eta0,0.6813620269187437,0.8953772935067932,0,1000,0.001,0.0001,balanced
digits,16,160,1637,52,constant_003,constant,constant,0.003,0.5,68,10881.0,0.003,constant eta0,0.6437620838859395,0.9037314926007136,0,1000,0.001,0.0001,balanced
digits,16,160,1637,88,constant_003,constant,constant,0.003,0.5,64,10241.0,0.003,constant eta0,0.7176155062689885,0.8894171469650181,0,1000,0.001,0.0001,balanced
digits,16,160,1637,121,constant_003,constant,constant,0.003,0.5,63,10081.0,0.003,constant eta0,0.6563230121910189,0.9167642448963044,0,1000,0.001,0.0001,balanced
digits,16,160,1637,169,constant_003,constant,constant,0.003,0.5,64,10241.0,0.003,constant eta0,0.6577965873475319,0.9016581049696522,0,1000,0.001,0.0001,balanced
digits,16,160,1637,203,constant_003,constant,constant,0.003,0.5,65,10401.0,0.003,constant eta0,0.6487427538136017,0.9167591269418418,0,1000,0.001,0.0001,balanced
digits,16,160,1637,247,constant_003,constant,constant,0.003,0.5,66,10561.0,0.003,constant eta0,0.6386986788085692,0.9104563863358413,0,1000,0.001,0.0001,balanced
digits,16,160,1637,314,constant_003,constant,constant,0.003,0.5,63,10081.0,0.003,constant eta0,0.6904357936592346,0.892047150244467,0,1000,0.001,0.0001,balanced
digits,16,160,1637,415,constant_003,constant,constant,0.003,0.5,63,10081.0,0.003,constant eta0,0.6623203920779656,0.9064653158349442,0,1000,0.001,0.0001,balanced
digits,16,160,1637,509,constant_003,constant,constant,0.003,0.5,66,10561.0,0.003,constant eta0,0.6673275334357411,0.9006169152164535,0,1000,0.001,0.0001,balanced
digits,16,160,1637,14,invscaling_0003,invscaling,invscaling,0.0003,0.5,9,1441.0,7.902950546607483e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.28305452051116,0.7809388409479551,0,1000,0.001,0.0001,balanced
digits,16,160,1637,52,invscaling_0003,invscaling,invscaling,0.0003,0.5,8,1281.0,8.381981343406688e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.2842609141168917,0.8205395464856284,0,1000,0.001,0.0001,balanced
digits,16,160,1637,88,invscaling_0003,invscaling,invscaling,0.0003,0.5,8,1281.0,8.381981343406688e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.2835166054277485,0.7948728450169413,0,1000,0.001,0.0001,balanced
digits,16,160,1637,121,invscaling_0003,invscaling,invscaling,0.0003,0.5,9,1441.0,7.902950546607483e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.2825236898262515,0.8092580448196036,0,1000,0.001,0.0001,balanced
digits,16,160,1637,169,invscaling_0003,invscaling,invscaling,0.0003,0.5,8,1281.0,8.381981343406688e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.2838055519000453,0.8113615063847595,0,1000,0.001,0.0001,balanced
digits,16,160,1637,203,invscaling_0003,invscaling,invscaling,0.0003,0.5,8,1281.0,8.381981343406688e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.283339788932437,0.7876286920616777,0,1000,0.001,0.0001,balanced
digits,16,160,1637,247,invscaling_0003,invscaling,invscaling,0.0003,0.5,8,1281.0,8.381981343406688e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.284198600644414,0.8057725513852528,0,1000,0.001,0.0001,balanced
digits,16,160,1637,314,invscaling_0003,invscaling,invscaling,0.0003,0.5,9,1441.0,7.902950546607483e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.2829201618736916,0.7963219860765018,0,1000,0.001,0.0001,balanced
digits,16,160,1637,415,invscaling_0003,invscaling,invscaling,0.0003,0.5,9,1441.0,7.902950546607483e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.2838712640760646,0.8011066217151509,0,1000,0.001,0.0001,balanced
digits,16,160,1637,509,invscaling_0003,invscaling,invscaling,0.0003,0.5,9,1441.0,7.902950546607483e-06,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.283117933449332,0.7752236999927735,0,1000,0.001,0.0001,balanced
digits,16,160,1637,14,invscaling_001,invscaling,invscaling,0.001,0.5,30,4801.0,1.4432253448298278e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.2019384325298614,0.7803331287817835,0,1000,0.001,0.0001,balanced
digits,16,160,1637,52,invscaling_001,invscaling,invscaling,0.001,0.5,26,4161.0,1.5502478656928755e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.2082951415794754,0.8292734525006745,0,1000,0.001,0.0001,balanced
digits,16,160,1637,88,invscaling_001,invscaling,invscaling,0.001,0.5,26,4161.0,1.5502478656928755e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.202997711527498,0.7960605855119375,0,1000,0.001,0.0001,balanced
digits,16,160,1637,121,invscaling_001,invscaling,invscaling,0.001,0.5,29,4641.0,1.4678923792502563e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.198181351785903,0.8126451635285521,0,1000,0.001,0.0001,balanced
digits,16,160,1637,169,invscaling_001,invscaling,invscaling,0.001,0.5,25,4001.0,1.5809412247806517e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.2046112868021934,0.8029575844152653,0,1000,0.001,0.0001,balanced
digits,16,160,1637,203,invscaling_001,invscaling,invscaling,0.001,0.5,27,4321.0,1.5212754852621891e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.2039437012563146,0.7911766394176282,0,1000,0.001,0.0001,balanced
digits,16,160,1637,247,invscaling_001,invscaling,invscaling,0.001,0.5,26,4161.0,1.5502478656928755e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.208023331011675,0.7983681881175266,0,1000,0.001,0.0001,balanced
digits,16,160,1637,314,invscaling_001,invscaling,invscaling,0.001,0.5,28,4481.0,1.4938690445150245e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.1999947044600274,0.8014047461745959,0,1000,0.001,0.0001,balanced
digits,16,160,1637,415,invscaling_001,invscaling,invscaling,0.001,0.5,27,4321.0,1.5212754852621891e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.2059315095493988,0.8071564274661258,0,1000,0.001,0.0001,balanced
digits,16,160,1637,509,invscaling_001,invscaling,invscaling,0.001,0.5,29,4641.0,1.4678923792502563e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",2.2016048616266333,0.7780782186690475,0,1000,0.001,0.0001,balanced
digits,16,160,1637,14,invscaling_003,invscaling,invscaling,0.003,0.5,63,10081.0,2.9879233165296864e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.9647165778019504,0.8219242822833632,0,1000,0.001,0.0001,balanced
digits,16,160,1637,52,invscaling_003,invscaling,invscaling,0.003,0.5,64,10241.0,2.9644905594260344e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.9686388790885399,0.854930623217693,0,1000,0.001,0.0001,balanced
digits,16,160,1637,88,invscaling_003,invscaling,invscaling,0.003,0.5,64,10241.0,2.9644905594260344e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.9581707905148051,0.8308797935591847,0,1000,0.001,0.0001,balanced
digits,16,160,1637,121,invscaling_003,invscaling,invscaling,0.003,0.5,64,10241.0,2.9644905594260344e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.9506359250714729,0.8468941039537585,0,1000,0.001,0.0001,balanced
digits,16,160,1637,169,invscaling_003,invscaling,invscaling,0.003,0.5,62,9921.0,3.0119206766920694e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.9589685749572048,0.8463493391875584,0,1000,0.001,0.0001,balanced
digits,16,160,1637,203,invscaling_003,invscaling,invscaling,0.003,0.5,64,10241.0,2.9644905594260344e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.9639978550995183,0.8393738552433548,0,1000,0.001,0.0001,balanced
digits,16,160,1637,247,invscaling_003,invscaling,invscaling,0.003,0.5,63,10081.0,2.9879233165296864e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.969211935709421,0.8325787254942172,0,1000,0.001,0.0001,balanced
digits,16,160,1637,314,invscaling_003,invscaling,invscaling,0.003,0.5,65,10401.0,2.9416006073660676e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.9550372011207715,0.8298029440452714,0,1000,0.001,0.0001,balanced
digits,16,160,1637,415,invscaling_003,invscaling,invscaling,0.003,0.5,63,10081.0,2.9879233165296864e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.9611074667266835,0.839364776481713,0,1000,0.001,0.0001,balanced
digits,16,160,1637,509,invscaling_003,invscaling,invscaling,0.003,0.5,65,10401.0,2.9416006073660676e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.9600940746168325,0.8220049447885854,0,1000,0.001,0.0001,balanced
digits,16,160,1637,14,adaptive_0003,adaptive,adaptive,0.0003,0.5,158,25281.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.1946235617836516,0.8799759181286622,0,1000,0.001,0.0001,balanced
digits,16,160,1637,52,adaptive_0003,adaptive,adaptive,0.0003,0.5,160,25601.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.1671602169430086,0.9025957471909034,0,1000,0.001,0.0001,balanced
digits,16,160,1637,88,adaptive_0003,adaptive,adaptive,0.0003,0.5,159,25441.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.1863154369371445,0.8725724997941183,0,1000,0.001,0.0001,balanced
digits,16,160,1637,121,adaptive_0003,adaptive,adaptive,0.0003,0.5,159,25441.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.1759600895326168,0.9015431352418493,0,1000,0.001,0.0001,balanced
digits,16,160,1637,169,adaptive_0003,adaptive,adaptive,0.0003,0.5,160,25601.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.1570075680877427,0.8944331305328166,0,1000,0.001,0.0001,balanced
digits,16,160,1637,203,adaptive_0003,adaptive,adaptive,0.0003,0.5,160,25601.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.1743805538437446,0.9027056154421491,0,1000,0.001,0.0001,balanced
digits,16,160,1637,247,adaptive_0003,adaptive,adaptive,0.0003,0.5,160,25601.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.1698599367050169,0.9000585537808028,0,1000,0.001,0.0001,balanced
digits,16,160,1637,314,adaptive_0003,adaptive,adaptive,0.0003,0.5,161,25761.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.1826972366258353,0.8792049518752432,0,1000,0.001,0.0001,balanced
digits,16,160,1637,415,adaptive_0003,adaptive,adaptive,0.0003,0.5,159,25441.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.1678585887549002,0.8927870796729348,0,1000,0.001,0.0001,balanced
digits,16,160,1637,509,adaptive_0003,adaptive,adaptive,0.0003,0.5,158,25281.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,1.177858881126386,0.8910659388016835,0,1000,0.001,0.0001,balanced
digits,16,160,1637,14,adaptive_001,adaptive,adaptive,0.001,0.5,117,18721.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.8891799237953668,0.8865102396466163,0,1000,0.001,0.0001,balanced
digits,16,160,1637,52,adaptive_001,adaptive,adaptive,0.001,0.5,120,19201.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.8533423453558369,0.9051537930515844,0,1000,0.001,0.0001,balanced
digits,16,160,1637,88,adaptive_001,adaptive,adaptive,0.001,0.5,119,19041.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.898457051889879,0.8834077773810514,0,1000,0.001,0.0001,balanced
digits,16,160,1637,121,adaptive_001,adaptive,adaptive,0.001,0.5,117,18721.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.867608157269835,0.9132825001434061,0,1000,0.001,0.0001,balanced
digits,16,160,1637,169,adaptive_001,adaptive,adaptive,0.001,0.5,119,19041.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.8530669399006832,0.8996617277908656,0,1000,0.001,0.0001,balanced
digits,16,160,1637,203,adaptive_001,adaptive,adaptive,0.001,0.5,118,18881.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.8605738435787466,0.9126838531589314,0,1000,0.001,0.0001,balanced
digits,16,160,1637,247,adaptive_001,adaptive,adaptive,0.001,0.5,121,19361.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.8510114170624052,0.9066598360591829,0,1000,0.001,0.0001,balanced
digits,16,160,1637,314,adaptive_001,adaptive,adaptive,0.001,0.5,119,19041.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.8859116516919517,0.8908914888275705,0,1000,0.001,0.0001,balanced
digits,16,160,1637,415,adaptive_001,adaptive,adaptive,0.001,0.5,118,18881.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.863687932570066,0.9013014691521113,0,1000,0.001,0.0001,balanced
digits,16,160,1637,509,adaptive_001,adaptive,adaptive,0.001,0.5,119,19041.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.8715562455648301,0.8992369809379447,0,1000,0.001,0.0001,balanced
digits,16,160,1637,14,adaptive_003,adaptive,adaptive,0.003,0.5,93,14881.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.675622063296375,0.8953772935067932,0,1000,0.001,0.0001,balanced
